id,aha_scholar_id,name,name_first,name_middle,name_last,name_suffix,orcid
203,2302,Andrés Reséndez,Andrés,NA,Reséndez,NA,NA
204,2304,James Retallack,James,NA,Retallack,NA,NA
205,2309,Alfred J. Rieber,Alfred,J.,Rieber,NA,NA
206,2315,James C. Robertson,James,C.,Robertson,NA,NA
207,2327,Mindy Jane Roseman,Mindy,Jane,Roseman,NA,NA
208,2334,Bernard J. J. Rulof,Bernard,J. J.,Rulof,NA,NA
209,2335,Hermann-Josef Rupieper,Hermann-Josef,NA,Rupieper,NA,NA
210,2336,David J. Russo,David,J.,Russo,NA,NA
211,2337,Homer V. Rutherford,Homer,V.,Rutherford,NA,NA
212,2342,Eduardo Saenz-Rovner,Eduardo,NA,Saenz-Rovner,NA,NA
213,2363,Ronald B. Schechter,Ronald,B.,Schechter,NA,NA
214,2364,Georg M. Schild,Georg,M.,Schild,NA,NA
215,2368,Hans R. Schmidt Jr.,Hans,R.,Schmidt,Jr.,NA
216,2372,Anne-Marie W. Scholz,Anne-Marie,W.,Scholz,NA,NA
217,2374,Peter Schrijvers,Peter,NA,Schrijvers,NA,NA
218,2377,John N. Schumacher SJ,John,N.,Schumacher,SJ,NA
219,2380,Paul Seeley,Paul,NA,Seeley,NA,NA
220,2387,Dongfang Shao,Dongfang,NA,Shao,NA,NA
221,2388,Karin A. Shapiro,Karin,A.,Shapiro,NA,NA
222,2389,Michael B. Share,Michael,B.,Share,NA,NA
223,2392,David M. K. Sheinin,David,M. K.,Sheinin,NA,NA
224,2393,William F. Sheldon,William,F.,Sheldon,NA,NA
225,2399,Robert B. Shoemaker,Robert,B.,Shoemaker,NA,NA
226,2401,Paul L. Sidelko,Paul,L.,Sidelko,NA,NA
227,2402,James R. Sievert,James,R.,Sievert,NA,NA
228,2408,Joseph M. Siracusa,Joseph,M.,Siracusa,NA,NA
229,2420,Susan L. Smith,Susan,L.,Smith,NA,NA
230,2422,Mark M. Smith,Mark,M.,Smith,NA,NA
231,2425,Jonathan M. Soffer,Jonathan,M.,Soffer,NA,NA
232,2431,Charles Sowerwine,Charles,NA,Sowerwine,NA,NA
233,2437,S. Dale Standen,S. Dale,NA,Standen,NA,NA
234,2439,J. Barton Starr,J. Barton,NA,Starr,NA,NA
235,2440,Martin S. Staum,Martin,S.,Staum,NA,NA
236,2441,Jonathan Steinberg,Jonathan,NA,Steinberg,NA,NA
237,2442,Irmgard Steinisch,Irmgard,NA,Steinisch,NA,NA
238,2447,Kara Stibora Fulcher,Kara,Stibora,Fulcher,NA,NA
239,2449,Catherine E. Stodolsky,Catherine,E.,Stodolsky,NA,NA
240,2450,M. Mark Stolarik,M. Mark,NA,Stolarik,NA,NA
241,2452,Daniel Z. Stone,Daniel,Z.,Stone,NA,NA
242,2453,Kenneth R. Stow,Kenneth,R.,Stow,NA,NA
243,2459,Richard F. Szippl SVD,Richard,F.,Szippl,SVD,NA
244,2466,Lynne Taylor,Lynne,NA,Taylor,NA,NA
245,2473,C. Bradley Thompson,C. Bradley,NA,Thompson,NA,NA
246,2474,Paul S. Thompson,Paul,S.,Thompson,NA,NA
247,2482,John L. Tobias,John,L.,Tobias,NA,NA
248,2488,David E. Torrance,David,E.,Torrance,NA,NA
249,2489,Susana B. Torres,Susana,B.,Torres,NA,NA
250,2495,Frank R. Trombley,Frank,R.,Trombley,NA,NA
251,2497,John H. Trueman,John,H.,Trueman,NA,NA
252,2505,Ian R. Tyrrell,Ian,R.,Tyrrell,NA,NA
253,2512,Jacob A. Vander Meulen,Jacob,A.,Vander Meulen,NA,NA
254,2518,Wyger R. Velema,Wyger,R.,Velema,NA,NA
255,2519,Jo Vellacott,Jo,NA,Vellacott,NA,NA
256,2521,Jeffrey T. Verhey,Jeffrey,T.,Verhey,NA,NA
257,2524,Lynne Viola,Lynne,NA,Viola,NA,NA
258,2525,Jenel Virden,Jenel,NA,Virden,NA,NA
259,2526,Kaspar H. Von Greyerz,Kaspar,H.,Von Greyerz,NA,NA
260,2527,Theodore R. Wachs,Theodore,R.,Wachs,NA,NA
261,2530,Timothy D. Walker,Timothy,D.,Walker,NA,NA
262,2533,Peter Thomas Walther,Peter,Thomas,Walther,NA,NA
263,2538,Michael B. Wasser,Michael,B.,Wasser,NA,NA
264,2540,Sheldon J. Watts,Sheldon,J.,Watts,NA,NA
265,2541,Peter Way,Peter,NA,Way,NA,NA
266,2552,Kevin F. White,Kevin,F.,White,NA,NA
267,2561,Murray R. Wickett,Murray,R.,Wickett,NA,NA
268,2566,Carol J. Williams,Carol,J.,Williams,NA,NA
269,2568,William J. Wilson,William,J.,Wilson,NA,NA
270,2573,Astrid N. Witschi-Bernz,Astrid,N.,Witschi-Bernz,NA,NA
271,2578,Diana G. Wright,Diana,G.,Wright,NA,NA
272,2590,George F.W. Young,George,F.W.,Young,NA,NA
273,2593,Avihu Zakai,Avihu,NA,Zakai,NA,NA
274,2599,Zdenko Zlatar,Zdenko,NA,Zlatar,NA,NA
275,2601,Fredric S. Zuckerman,Fredric,S.,Zuckerman,NA,NA
276,2602,Ines G. Zupanov,Ines,G.,Zupanov,NA,NA
277,5301,Katherine B. Aaslestad,Katherine,B.,Aaslestad,NA,NA
278,5306,Richard P. Abels,Richard,P.,Abels,NA,NA
279,5309,David Abraham,David,NA,Abraham,NA,NA
280,5310,A. J. Abraham,A. J.,NA,Abraham,NA,NA
281,5318,Caroline Acker,Caroline,NA,Acker,NA,NA
282,5320,Rouben P. Adalian,Rouben,P.,Adalian,NA,NA
283,5323,Carole Elizabeth Adams,Carole,Elizabeth,Adams,NA,NA
284,5326,Christine M. Adams,Christine,M.,Adams,NA,NA
285,5329,Bianka J. Adams,Bianka,J.,Adams,NA,NA
286,5331,Thomas M. Adams,Thomas,M.,Adams,NA,NA
287,5332,Walter Adamson,Walter,NA,Adamson,NA,NA
288,5333,Michael P. Adas,Michael,P.,Adas,NA,NA
289,5334,Laura Rosanne Adderley,Laura,Rosanne,Adderley,NA,NA
290,5335,Jeremy Adelman,Jeremy,NA,Adelman,NA,NA
291,5337,Judah Adelson,Judah,NA,Adelson,NA,NA
292,5341,Joseph G. Adler,Joseph,G.,Adler,NA,NA
293,5342,Jeffrey S. Adler,Jeffrey,S.,Adler,NA,NA
294,5349,Christopher M. Agnew,Christopher,M.,Agnew,NA,NA
295,5355,Anita L. Aidt-Guy,Anita,L.,Aidt-Guy,NA,NA
296,5356,Dorothy Smith Akubue-Brice,Dorothy,Smith,Akubue-Brice,NA,NA
297,5360,Parker B. Albee Jr.,Parker,B.,Albee,Jr.,NA
298,5361,Mary L. Alberi,Mary,L.,Alberi,NA,NA
299,5362,Catherine Albrecht,Catherine,NA,Albrecht,NA,NA
300,5365,Mary Jane Aldrich-Moodie,Mary Jane,NA,Aldrich-Moodie,NA,NA
301,5367,Sam Alewitz,Sam,NA,Alewitz,NA,NA
302,5368,Ann Field Alexander,Ann,Field,Alexander,NA,NA
303,5372,Edward Porter Alexander,Edward,Porter,Alexander,NA,NA
304,5376,Patricia M. Ali,Patricia,M.,Ali,NA,NA
305,5378,M. Barbara Allen,M. Barbara,NA,Allen,NA,NA
306,5381,Thomas S. Allen,Thomas,S.,Allen,NA,NA
307,5383,David Y. Allen,David,Y.,Allen,NA,NA
308,5385,William Sheridan Allen,William,Sheridan,Allen,NA,NA
309,5387,Barbara C. Allen,Barbara,C.,Allen,NA,NA
310,5388,Catherine A. Allgor,Catherine,A.,Allgor,NA,NA
311,5391,Patrick N. Allitt,Patrick,N.,Allitt,NA,NA
312,5393,Linda Dowling Almeida,Linda,Dowling,Almeida,NA,NA
313,5395,Harriet Alonso,Harriet,NA,Alonso,NA,NA
314,5400,Stephen G. Alter,Stephen,G.,Alter,NA,NA
315,5404,Caroline D. Alyea,Caroline,D.,Alyea,NA,NA
316,5405,Kathryn E. Amdur,Kathryn,E.,Amdur,NA,NA
317,5409,Susan D. Amussen,Susan,D.,Amussen,NA,NA
318,5410,Tyler G. Anbinder,Tyler,G.,Anbinder,NA,NA
319,5414,Rodney Anderson,Rodney,NA,Anderson,NA,NA
320,5416,James A. Anderson,James,A.,Anderson,NA,NA
321,5418,Bonnie S. Anderson,Bonnie,S.,Anderson,NA,NA
322,5421,Barbara C. Anderson,Barbara,C.,Anderson,NA,NA
323,5424,Kristin M. Anderson-Bricker,Kristin,M.,Anderson-Bricker,NA,NA
324,5426,Tonio A. Andrade,Tonio,A.,Andrade,NA,NA
325,5429,James T. Andrews,James,T.,Andrews,NA,NA
326,5430,George Reid Andrews,George,Reid,Andrews,NA,NA
327,5432,Zelle W. Andrews,Zelle,W.,Andrews,NA,NA
328,5433,Avery D. Andrews II,Avery,D.,Andrews,II,NA
329,5435,Herbert D. Andrews,Herbert,D.,Andrews,NA,NA
330,5436,Edward Angel,Edward,NA,Angel,NA,NA
331,5437,Robert G. Angevine,Robert,G.,Angevine,NA,NA
332,5438,Laura S. Anker,Laura,S.,Anker,NA,NA
333,5442,Louis C. Anthes,Louis,C.,Anthes,NA,NA
334,5449,Howard L. Applegate,Howard,L.,Applegate,NA,NA
335,5451,Anne K. Apynys,Anne,K.,Apynys,NA,NA
336,5455,Peter H. Argersinger,Peter,H.,Argersinger,NA,NA
337,5456,JoAnn E. Argersinger,JoAnn,E.,Argersinger,NA,NA
338,5457,Frank Argote-Freyre,Frank,NA,Argote-Freyre,NA,NA
339,5460,David Armitage,David,NA,Armitage,NA,NA
340,5462,Myra B. Young Armstead,Myra,B. Young,Armstead,NA,NA
341,5463,Charles K. Armstrong,Charles,K.,Armstrong,NA,NA
342,5469,Diego C. Armus,Diego,C.,Armus,NA,NA
343,5473,Thomas F. Arnold,Thomas,F.,Arnold,NA,NA
344,5475,Douglas M. Arnold,Douglas,M.,Arnold,NA,NA
345,5476,Andrew B. Arnold,Andrew,B.,Arnold,NA,NA
346,5477,Cindy S. Aron,Cindy,S.,Aron,NA,NA
347,5480,Paul-Marie T. Arpaia,Paul-Marie,T.,Arpaia,NA,NA
348,5481,Silvia M. Arrom,Silvia,M.,Arrom,NA,NA
349,5485,Abraham Ascher,Abraham,NA,Ascher,NA,NA
350,5486,William B. Ashbaugh,William,B.,Ashbaugh,NA,NA
351,5487,Bradley A. Asher,Bradley,A.,Asher,NA,NA
352,5489,Elliott Ashkenazi,Elliott,NA,Ashkenazi,NA,NA
353,5491,William C. Askew,William,C.,Askew,NA,NA
354,5493,Alexi J. Assmus,Alexi,J.,Assmus,NA,NA
355,5494,Theresa L. Ast,Theresa,L.,Ast,NA,NA
356,5495,Tommaso Astarita,Tommaso,NA,Astarita,NA,NA
357,5499,Muriel A. Atkin,Muriel,A.,Atkin,NA,NA
358,5500,Clarissa W. Atkinson,Clarissa,W.,Atkinson,NA,NA
359,5502,Lorraine C. Attreed,Lorraine,C.,Attreed,NA,NA
360,5506,Dolores Augustine,Dolores,NA,Augustine,NA,NA
361,5508,Arthur H. Auten,Arthur,H.,Auten,NA,NA
362,5511,Philip J. Avillo,Philip,J.,Avillo,NA,NA
363,5512,Paul H. Avrich,Paul,H.,Avrich,NA,NA
364,5513,James Axtell,James,NA,Axtell,NA,NA
365,5514,Edward Ayers,Edward,NA,Ayers,NA,NA
366,5522,Clifford R. Backman,Clifford,R.,Backman,NA,NA
367,5526,James A. Baer,James,A.,Baer,NA,NA
368,5531,John S. Baick,John,S.,Baick,NA,NA
369,5532,Gary L. Bailey,Gary,L.,Bailey,NA,NA
370,5535,Raymond C. Bailey,Raymond,C.,Bailey,NA,NA
371,5538,Hugh C. Bailey,Hugh,C.,Bailey,NA,NA
372,5539,Samuel L. Baily III,Samuel,L.,Baily,III,NA
373,5541,Bernard Bailyn,Bernard,NA,Bailyn,NA,NA
374,5542,James M. Baird,James,M.,Baird,NA,NA
375,5543,Bruce C. Baird Jr.,Bruce,C.,Baird,Jr.,NA
376,5544,Joan Lamaysou Bak,Joan,Lamaysou,Bak,NA,NA
377,5545,Anni Cecil,Anni,NA,Cecil,NA,NA
378,5548,Paula Baker,Paula,NA,Baker,NA,NA
379,5551,Richard Allan Baker,Richard,Allan,Baker,NA,NA
380,5557,John W. Baldwin,John,W.,Baldwin,NA,NA
381,5560,Jeffrey M. Bale,Jeffrey,M.,Bale,NA,NA
382,5562,David B. Balfour,David,B.,Balfour,NA,NA
383,5563,Andrea Balis,Andrea,NA,Balis,NA,NA
384,5566,John R. Ballard,John,R.,Ballard,NA,NA
385,5570,Brian H. Balogh,Brian,H.,Balogh,NA,NA
386,5572,Harley D. Balzer,Harley,D.,Balzer,NA,NA
387,5578,Charles Pete Banner-Haley,Charles,Pete,Banner-Haley,NA,NA
388,5581,Joseph P. Baratta,Joseph,P.,Baratta,NA,NA
389,5585,E. Susan Barber,E. Susan,NA,Barber,NA,NA
390,5589,Peter W. Bardaglio,Peter,W.,Bardaglio,NA,NA
391,5592,Eirlys M. Barker,Eirlys,M.,Barker,NA,NA
392,5597,Howard A. Barnes,Howard,A.,Barnes,NA,NA
393,5602,William L. Barney,William,L.,Barney,NA,NA
394,5605,William C. Barnhart,William,C.,Barnhart,NA,NA
395,5608,Samuel H. Baron,Samuel,H.,Baron,NA,NA
396,5614,John P. T. Barrington,John,P. T.,Barrington,NA,NA
397,5615,Gloria J. Barron,Gloria,J.,Barron,NA,NA
398,5616,Leland C. Barrows,Leland,C.,Barrows,NA,NA
399,5619,Anne Llewellyn Barstow,Anne,Llewellyn,Barstow,NA,NA
400,5622,Theodore R. Barthold,Theodore,R.,Barthold,NA,NA
401,5626,Omer Bartov,Omer,NA,Bartov,NA,NA
402,5627,Pradeep Barua,Pradeep,NA,Barua,NA,NA
403,5629,Marilyn C. Baseler,Marilyn,C.,Baseler,NA,NA
404,5643,Robert A. Bauman,Robert,A.,Bauman,NA,NA
405,5645,Jane R. Baun,Jane,R.,Baun,NA,NA
406,5649,Edna G. Bay,Edna,G.,Bay,NA,NA
