id,aha_scholar_id,name,name_first,name_middle,name_last,name_suffix,orcid
91,1877,Richard J. Helmstadter,Richard,J.,Helmstadter,,
92,1878,James E. Hendrickson,James,E.,Hendrickson,,
93,1882,Katherine A. Hermes,Katherine,A.,Hermes,,
94,1884,Adam A. Hetnal,Adam A.,,Hetnal,,
95,1885,Gad J. Heuman,Gad,J.,Heuman,,
96,1891,John-Paul Himka,John-Paul,,Himka,,
97,1893,Izumi Hirobe,Izumi,,Hirobe,,
98,1899,Rosemarijn Hoefte,Rosemarijn,,Hoefte,,
99,1900,Dirk Hoerder,Dirk,,Hoerder,,
100,1901,Richard C. Hoffmann,Richard,C.,Hoffmann,,
101,1902,Robert A. Hohner,Robert,A.,Hohner,,
102,1907,Michaela M. Hoenicke Moore,Michaela,M.,Hoenicke Moore,,
103,1911,Masahiro Hosoya,Masahiro,,Hosoya,,
104,1913,Paul M. Howell,Paul,M.,Howell,,
105,1914,John F. Howes,John,F.,Howes,,
106,1915,Leslie Howsam,Leslie,,Howsam,,
107,1916,William H. Hubbard,William,H.,Hubbard,,
108,1917,Ronald K. Huch,Ronald,K.,Huch,,
109,1921,Gershon David Hundert,Gershon,David,Hundert,,
110,1922,Harry Haywood Hunt,Harry,Haywood,Hunt,,
111,1928,Thomas Neil Ingersoll,Thomas,Neil,Ingersoll,,
112,1935,Hubertus F. Jahn,Hubertus,F.,Jahn,,
113,1937,Eric J. Jarvis,Eric,J.,Jarvis,,
114,1939,Jennifer Jay,Jennifer,,Jay,,
115,1940,L. C. Jennings,L. C.,,Jennings,,
116,1945,Robert E. Johnson,Robert,E.,Johnson,,
117,1946,Andrew Johnston,Andrew,,Johnston,,
118,1948,Elwood H. Jones,Elwood,H.,Jones,,
119,1952,Nikolaos Kalogeras,Nikolaos,,Kalogeras,,
120,1956,Douglas G. Karsner,Douglas,G.,Karsner,,
121,1962,Kohei Kawashima,Kohei,,Kawashima,,
122,1963,Gregory S. Kealey,Gregory,S.,Kealey,,
123,1969,George Dickson Kerr,George,Dickson,Kerr,,
124,1972,Hyong-In Kim,Hyong-In,,Kim,,
125,1980,Earl H. Kinmonth,Earl,H.,Kinmonth,,
126,1988,Sherri Klassen,Sherri,,Klassen,,
127,1989,John M. Klassen,John,M.,Klassen,,
128,1990,John D. Klier,John,D.,Klier,,
129,1993,Jake V. T. Knoppers,Jake,V. T.,Knoppers,,
130,1998,John H. Komlos,John,H.,Komlos,,
131,2001,Mark W. Konnert,Mark,W.,Konnert,,
132,2002,Josef W. Konvitz,Josef,W.,Konvitz,,
133,2008,Daniel Kotzin,Daniel,,Kotzin,,
134,2010,Hendrik Kraay,Hendrik,,Kraay,,
135,2017,Michael Kulikowski,Michael,,Kulikowski,,
136,2021,Richard G. Kurial,Richard,G.,Kurial,,
137,2022,Shigehisa Kuriyama,Shigehisa,,Kuriyama,,
138,2030,Molly Ladd-Taylor,Molly,,Ladd-Taylor,,
139,2038,Klaus Larres,Klaus,,Larres,,
140,2043,Richard A. Lebrun,Richard,A.,Lebrun,,
141,2045,David Lederer Esq.,David,,Lederer,Esq.,
142,2051,Isabelle Lehuu,Isabelle,,Lehuu,,
143,2061,Oliver Liang,Oliver,,Liang,,
144,2063,Helen Liebel-Weckowicz,Helen,,Liebel-Weckowicz,,
145,2066,David L. Lightner,David,L.,Lightner,,
146,2071,Mei-Mei Rose Lin,Mei-Mei,Rose,Lin,,
147,2072,Patricia Y.C.E. Lin,Patricia,Y.C.E.,Lin,,
148,2078,Royden K. Loewen,Royden,K.,Loewen,,
149,2082,Clara Lopez-Beltran,Clara,,Lopez-Beltran,,
150,2086,David Lowenthal,David,,Lowenthal,,
151,2090,John S. Lutz,John,S.,Lutz,,
152,2092,James C. Mabry,James,C.,Mabry,,
153,2093,Kerrie L. MacPherson,Kerrie,L.,MacPherson,,
154,2095,Sigurdur Gylfi Magnusson,Sigurdur,Gylfi,Magnusson,,
155,2110,A. Lynn Martin,A. Lynn,,Martin,,
156,2129,Elizabeth W. McGahan,Elizabeth,W.,McGahan,,
157,2131,Sheila M. McIntyre,Sheila,M.,McIntyre,,
158,2134,Douglas McCalla,Douglas,,McCalla,,
159,2137,Kathleen E. McCrone,Kathleen,E.,McCrone,,
160,2140,Roderick E. McGrew,Roderick,E.,McGrew,,
161,2141,Shannon McSheffrey,Shannon,,McSheffrey,,
162,2142,Neville K. Meaney,Neville,K.,Meaney,,
163,2147,Mark D. Meigs,Mark,D.,Meigs,,
164,2152,Mark Meyerson,Mark,,Meyerson,,
165,2157,Arthur Mitzman,Arthur,,Mitzman,,
166,2159,Luca Mola,Luca,,Mola,,
167,2161,Monique Ida Septon,Monique,Ida,Septon,,
168,2163,Deborah Montgomerie,Deborah,,Montgomerie,,
169,2167,Gerard T. Moran,Gerard,T.,Moran,,
170,2172,Bernard H. Moss,Bernard,H.,Moss,,
171,2174,John Mraz,John,,Mraz,,
172,2176,Hoh-Cheung Mui,Hoh-Cheung,,Mui,,
173,2178,Wolfgang P. Mueller,Wolfgang,P.,Mueller,,
174,2181,Rhoads Murphey Jr.,Rhoads,,Murphey,Jr.,
175,2187,Ian B. Mylchreest,Ian,B.,Mylchreest,,
176,2194,James Naylor,James,,Naylor,,
177,2196,Henry Vivian Nelles,Henry,Vivian,Nelles,,
178,2202,Ronald C. Newton,Ronald,C.,Newton,,
179,2215,Yuhtaro Ohmori,Yuhtaro,,Ohmori,,
180,2222,Nelson Ouellet,Nelson,,Ouellet,,
181,2223,Norman G. Owen,Norman,G.,Owen,,
182,2224,Hilmar M. Pabel,Hilmar,M.,Pabel,,
183,2229,David Palmer,David,,Palmer,,
184,2230,Stephan Palmie,Stephan,,Palmie,,
185,2231,Michael F. Palo,Michael,F.,Palo,,
186,2237,B. Jane L. Parpart,B. Jane,L.,Parpart,,
187,2239,Prasannan Parthasarathi,Prasannan,,Parthasarathi,,
188,2240,Nancy F. Partner,Nancy,F.,Partner,,
189,2244,Vernon L. Pedersen,Vernon,L.,Pedersen,,
190,2245,Douglas Peers,Douglas,,Peers,,
191,2247,H. Glenn Penny,H. Glenn,,Penny,,
192,2254,Trudy H. Peterson,Trudy,H.,Peterson,,
193,2259,Christopher Phelps,Christopher,,Phelps,,
194,2269,Jack R. Pole,Jack,R.,Pole,,
195,2271,Cathy J. Potter,Cathy,J.,Potter,,
196,2280,Roberto Rabel,Roberto,,Rabel,,
197,2284,Valerie Ramseyer,Valerie,,Ramseyer,,
198,2288,Ismail O. D. Rashid,Ismail,O. D.,Rashid,,
199,2289,Eric A. Rauchway,Eric,A.,Rauchway,,
200,2291,Benjamin W. Redekop,Benjamin,W.,Redekop,,
201,2294,William G. Reeves,William,G.,Reeves,,
202,2300,Eric H. Reiter,Eric,H.,Reiter,,
203,2302,Andrés Reséndez,Andrés,,Reséndez,,
204,2304,James Retallack,James,,Retallack,,
205,2309,Alfred J. Rieber,Alfred,J.,Rieber,,
206,2315,James C. Robertson,James,C.,Robertson,,
207,2327,Mindy Jane Roseman,Mindy,Jane,Roseman,,
208,2334,Bernard J. J. Rulof,Bernard,J. J.,Rulof,,
209,2335,Hermann-Josef Rupieper,Hermann-Josef,,Rupieper,,
210,2336,David J. Russo,David,J.,Russo,,
211,2337,Homer V. Rutherford,Homer,V.,Rutherford,,
212,2342,Eduardo Saenz-Rovner,Eduardo,,Saenz-Rovner,,
213,2363,Ronald B. Schechter,Ronald,B.,Schechter,,
214,2364,Georg M. Schild,Georg,M.,Schild,,
215,2368,Hans R. Schmidt Jr.,Hans,R.,Schmidt,Jr.,
216,2372,Anne-Marie W. Scholz,Anne-Marie,W.,Scholz,,
217,2374,Peter Schrijvers,Peter,,Schrijvers,,
218,2377,John N. Schumacher SJ,John,N.,Schumacher,SJ,
219,2380,Paul Seeley,Paul,,Seeley,,
220,2387,Dongfang Shao,Dongfang,,Shao,,
221,2388,Karin A. Shapiro,Karin,A.,Shapiro,,
222,2389,Michael B. Share,Michael,B.,Share,,
223,2392,David M. K. Sheinin,David,M. K.,Sheinin,,
224,2393,William F. Sheldon,William,F.,Sheldon,,
225,2399,Robert B. Shoemaker,Robert,B.,Shoemaker,,
226,2401,Paul L. Sidelko,Paul,L.,Sidelko,,
227,2402,James R. Sievert,James,R.,Sievert,,
228,2408,Joseph M. Siracusa,Joseph,M.,Siracusa,,
229,2420,Susan L. Smith,Susan,L.,Smith,,
230,2422,Mark M. Smith,Mark,M.,Smith,,
231,2425,Jonathan M. Soffer,Jonathan,M.,Soffer,,
232,2431,Charles Sowerwine,Charles,,Sowerwine,,
233,2437,S. Dale Standen,S. Dale,,Standen,,
234,2439,J. Barton Starr,J. Barton,,Starr,,
235,2440,Martin S. Staum,Martin,S.,Staum,,
236,2441,Jonathan Steinberg,Jonathan,,Steinberg,,
237,2442,Irmgard Steinisch,Irmgard,,Steinisch,,
238,2447,Kara Stibora Fulcher,Kara,Stibora,Fulcher,,
239,2449,Catherine E. Stodolsky,Catherine,E.,Stodolsky,,
240,2450,M. Mark Stolarik,M. Mark,,Stolarik,,
241,2452,Daniel Z. Stone,Daniel,Z.,Stone,,
242,2453,Kenneth R. Stow,Kenneth,R.,Stow,,
243,2459,Richard F. Szippl SVD,Richard,F.,Szippl,SVD,
244,2466,Lynne Taylor,Lynne,,Taylor,,
245,2473,C. Bradley Thompson,C. Bradley,,Thompson,,
246,2474,Paul S. Thompson,Paul,S.,Thompson,,
247,2482,John L. Tobias,John,L.,Tobias,,
248,2488,David E. Torrance,David,E.,Torrance,,
249,2489,Susana B. Torres,Susana,B.,Torres,,
250,2495,Frank R. Trombley,Frank,R.,Trombley,,
251,2497,John H. Trueman,John,H.,Trueman,,
252,2505,Ian R. Tyrrell,Ian,R.,Tyrrell,,
253,2512,Jacob A. Vander Meulen,Jacob,A.,Vander Meulen,,
254,2518,Wyger R. Velema,Wyger,R.,Velema,,
255,2519,Jo Vellacott,Jo,,Vellacott,,
256,2521,Jeffrey T. Verhey,Jeffrey,T.,Verhey,,
257,2524,Lynne Viola,Lynne,,Viola,,
258,2525,Jenel Virden,Jenel,,Virden,,
259,2526,Kaspar H. Von Greyerz,Kaspar,H.,Von Greyerz,,
260,2527,Theodore R. Wachs,Theodore,R.,Wachs,,
261,2530,Timothy D. Walker,Timothy,D.,Walker,,
262,2533,Peter Thomas Walther,Peter,Thomas,Walther,,
263,2538,Michael B. Wasser,Michael,B.,Wasser,,
264,2540,Sheldon J. Watts,Sheldon,J.,Watts,,
265,2541,Peter Way,Peter,,Way,,
266,2552,Kevin F. White,Kevin,F.,White,,
267,2561,Murray R. Wickett,Murray,R.,Wickett,,
268,2566,Carol J. Williams,Carol,J.,Williams,,
269,2568,William J. Wilson,William,J.,Wilson,,
270,2573,Astrid N. Witschi-Bernz,Astrid,N.,Witschi-Bernz,,
271,2578,Diana G. Wright,Diana,G.,Wright,,
272,2590,George F.W. Young,George,F.W.,Young,,
273,2593,Avihu Zakai,Avihu,,Zakai,,
274,2599,Zdenko Zlatar,Zdenko,,Zlatar,,
275,2601,Fredric S. Zuckerman,Fredric,S.,Zuckerman,,
276,2602,Ines G. Zupanov,Ines,G.,Zupanov,,
277,5301,Katherine B. Aaslestad,Katherine,B.,Aaslestad,,
278,5306,Richard P. Abels,Richard,P.,Abels,,
279,5309,David Abraham,David,,Abraham,,
280,5310,A. J. Abraham,A. J.,,Abraham,,
281,5318,Caroline Acker,Caroline,,Acker,,
282,5320,Rouben P. Adalian,Rouben,P.,Adalian,,
283,5323,Carole Elizabeth Adams,Carole,Elizabeth,Adams,,
284,5326,Christine M. Adams,Christine,M.,Adams,,
285,5329,Bianka J. Adams,Bianka,J.,Adams,,
286,5331,Thomas M. Adams,Thomas,M.,Adams,,
287,5332,Walter Adamson,Walter,,Adamson,,
288,5333,Michael P. Adas,Michael,P.,Adas,,
289,5334,Laura Rosanne Adderley,Laura,Rosanne,Adderley,,
290,5335,Jeremy Adelman,Jeremy,,Adelman,,
291,5337,Judah Adelson,Judah,,Adelson,,
292,5341,Joseph G. Adler,Joseph,G.,Adler,,
293,5342,Jeffrey S. Adler,Jeffrey,S.,Adler,,
294,5349,Christopher M. Agnew,Christopher,M.,Agnew,,
295,5355,Anita L. Aidt-Guy,Anita,L.,Aidt-Guy,,
296,5356,Dorothy Smith Akubue-Brice,Dorothy,Smith,Akubue-Brice,,
297,5360,Parker B. Albee Jr.,Parker,B.,Albee,Jr.,
298,5361,Mary L. Alberi,Mary,L.,Alberi,,
299,5362,Catherine Albrecht,Catherine,,Albrecht,,
300,5365,Mary Jane Aldrich-Moodie,Mary Jane,,Aldrich-Moodie,,
301,5367,Sam Alewitz,Sam,,Alewitz,,
302,5368,Ann Field Alexander,Ann,Field,Alexander,,
303,5372,Edward Porter Alexander,Edward,Porter,Alexander,,
304,5376,Patricia M. Ali,Patricia,M.,Ali,,
305,5378,M. Barbara Allen,M. Barbara,,Allen,,
306,5381,Thomas S. Allen,Thomas,S.,Allen,,
307,5383,David Y. Allen,David,Y.,Allen,,
308,5385,William Sheridan Allen,William,Sheridan,Allen,,
309,5387,Barbara C. Allen,Barbara,C.,Allen,,
310,5388,Catherine A. Allgor,Catherine,A.,Allgor,,
311,5391,Patrick N. Allitt,Patrick,N.,Allitt,,
312,5393,Linda Dowling Almeida,Linda,Dowling,Almeida,,
313,5395,Harriet Alonso,Harriet,,Alonso,,
314,5400,Stephen G. Alter,Stephen,G.,Alter,,
315,5404,Caroline D. Alyea,Caroline,D.,Alyea,,
316,5405,Kathryn E. Amdur,Kathryn,E.,Amdur,,
317,5409,Susan D. Amussen,Susan,D.,Amussen,,
318,5410,Tyler G. Anbinder,Tyler,G.,Anbinder,,
319,5414,Rodney Anderson,Rodney,,Anderson,,
320,5416,James A. Anderson,James,A.,Anderson,,
321,5418,Bonnie S. Anderson,Bonnie,S.,Anderson,,
322,5421,Barbara C. Anderson,Barbara,C.,Anderson,,
323,5424,Kristin M. Anderson-Bricker,Kristin,M.,Anderson-Bricker,,
324,5426,Tonio A. Andrade,Tonio,A.,Andrade,,
325,5429,James T. Andrews,James,T.,Andrews,,
326,5430,George Reid Andrews,George,Reid,Andrews,,
327,5432,Zelle W. Andrews,Zelle,W.,Andrews,,
328,5433,Avery D. Andrews II,Avery,D.,Andrews,II,
329,5435,Herbert D. Andrews,Herbert,D.,Andrews,,
330,5436,Edward Angel,Edward,,Angel,,
331,5437,Robert G. Angevine,Robert,G.,Angevine,,
332,5438,Laura S. Anker,Laura,S.,Anker,,
333,5442,Louis C. Anthes,Louis,C.,Anthes,,
334,5449,Howard L. Applegate,Howard,L.,Applegate,,
335,5451,Anne K. Apynys,Anne,K.,Apynys,,
336,5455,Peter H. Argersinger,Peter,H.,Argersinger,,
337,5456,JoAnn E. Argersinger,JoAnn,E.,Argersinger,,
338,5457,Frank Argote-Freyre,Frank,,Argote-Freyre,,
339,5460,David Armitage,David,,Armitage,,
340,5462,Myra B. Young Armstead,Myra,B. Young,Armstead,,
341,5463,Charles K. Armstrong,Charles,K.,Armstrong,,
342,5469,Diego C. Armus,Diego,C.,Armus,,
343,5473,Thomas F. Arnold,Thomas,F.,Arnold,,
344,5475,Douglas M. Arnold,Douglas,M.,Arnold,,
345,5476,Andrew B. Arnold,Andrew,B.,Arnold,,
346,5477,Cindy S. Aron,Cindy,S.,Aron,,
347,5480,Paul-Marie T. Arpaia,Paul-Marie,T.,Arpaia,,
348,5481,Silvia M. Arrom,Silvia,M.,Arrom,,
349,5485,Abraham Ascher,Abraham,,Ascher,,
350,5486,William B. Ashbaugh,William,B.,Ashbaugh,,
351,5487,Bradley A. Asher,Bradley,A.,Asher,,
352,5489,Elliott Ashkenazi,Elliott,,Ashkenazi,,
353,5491,William C. Askew,William,C.,Askew,,
354,5493,Alexi J. Assmus,Alexi,J.,Assmus,,
355,5494,Theresa L. Ast,Theresa,L.,Ast,,
356,5495,Tommaso Astarita,Tommaso,,Astarita,,
357,5499,Muriel A. Atkin,Muriel,A.,Atkin,,
358,5500,Clarissa W. Atkinson,Clarissa,W.,Atkinson,,
359,5502,Lorraine C. Attreed,Lorraine,C.,Attreed,,
360,5506,Dolores Augustine,Dolores,,Augustine,,
361,5508,Arthur H. Auten,Arthur,H.,Auten,,
362,5511,Philip J. Avillo,Philip,J.,Avillo,,
363,5512,Paul H. Avrich,Paul,H.,Avrich,,
364,5513,James Axtell,James,,Axtell,,
365,5514,Edward Ayers,Edward,,Ayers,,
366,5522,Clifford R. Backman,Clifford,R.,Backman,,
367,5526,James A. Baer,James,A.,Baer,,
368,5531,John S. Baick,John,S.,Baick,,
369,5532,Gary L. Bailey,Gary,L.,Bailey,,
370,5535,Raymond C. Bailey,Raymond,C.,Bailey,,
371,5538,Hugh C. Bailey,Hugh,C.,Bailey,,
372,5539,Samuel L. Baily III,Samuel,L.,Baily,III,
373,5541,Bernard Bailyn,Bernard,,Bailyn,,
374,5542,James M. Baird,James,M.,Baird,,
375,5543,Bruce C. Baird Jr.,Bruce,C.,Baird,Jr.,
376,5544,Joan Lamaysou Bak,Joan,Lamaysou,Bak,,
377,5545,Anni Cecil,Anni,,Cecil,,
378,5548,Paula Baker,Paula,,Baker,,
379,5551,Richard Allan Baker,Richard,Allan,Baker,,
380,5557,John W. Baldwin,John,W.,Baldwin,,
381,5560,Jeffrey M. Bale,Jeffrey,M.,Bale,,
382,5562,David B. Balfour,David,B.,Balfour,,
383,5563,Andrea Balis,Andrea,,Balis,,
384,5566,John R. Ballard,John,R.,Ballard,,
385,5570,Brian H. Balogh,Brian,H.,Balogh,,
386,5572,Harley D. Balzer,Harley,D.,Balzer,,
387,5578,Charles Pete Banner-Haley,Charles,Pete,Banner-Haley,,
388,5581,Joseph P. Baratta,Joseph,P.,Baratta,,
389,5585,E. Susan Barber,E. Susan,,Barber,,
390,5589,Peter W. Bardaglio,Peter,W.,Bardaglio,,
391,5592,Eirlys M. Barker,Eirlys,M.,Barker,,
392,5597,Howard A. Barnes,Howard,A.,Barnes,,
393,5602,William L. Barney,William,L.,Barney,,
394,5605,William C. Barnhart,William,C.,Barnhart,,
395,5608,Samuel H. Baron,Samuel,H.,Baron,,
396,5614,John P. T. Barrington,John,P. T.,Barrington,,
397,5615,Gloria J. Barron,Gloria,J.,Barron,,
398,5616,Leland C. Barrows,Leland,C.,Barrows,,
399,5619,Anne Llewellyn Barstow,Anne,Llewellyn,Barstow,,
400,5622,Theodore R. Barthold,Theodore,R.,Barthold,,
401,5626,Omer Bartov,Omer,,Bartov,,
402,5627,Pradeep Barua,Pradeep,,Barua,,
403,5629,Marilyn C. Baseler,Marilyn,C.,Baseler,,
404,5643,Robert A. Bauman,Robert,A.,Bauman,,
405,5645,Jane R. Baun,Jane,R.,Baun,,
406,5649,Edna G. Bay,Edna,G.,Bay,,
407,5650,Ronald H. Bayor,Ronald,H.,Bayor,,
408,5652,Lawrence R. Beaber,Lawrence,R.,Beaber,,
409,5665,Hermann Beck,Hermann,,Beck,,
410,5668,Seymour Becker,Seymour,,Becker,,
411,5672,Sven Beckert,Sven,,Beckert,,
412,5674,Gail Bederman,Gail,,Bederman,,
413,5675,Brigitte Bedos-Rezak,Brigitte,,Bedos-Rezak,,
414,5677,Kurt Beermann,Kurt,,Beermann,,
415,5679,Patricia E. Behre,Patricia,E.,Behre,,
416,5680,William Beik,William,,Beik,,
417,5692,David A. Bell,David,A.,Bell,,
418,5693,Jordy Bell,Jordy,,Bell,,
419,5698,Christopher M. Bellitto,Christopher,M.,Bellitto,,
420,5699,Laura A. Belmonte,Laura,A.,Belmonte,,
421,5701,Herman Belz,Herman,,Belz,,
422,5703,Ruth Ben-Ghiat,Ruth,,Ben-Ghiat,,
423,5704,Giovanna Benadusi,Giovanna,,Benadusi,,
424,5705,Mark E. Benbow,Mark,E.,Benbow,,
425,5706,Thomas H. Bender,Thomas,H.,Bender,,
426,5707,Philip J. Benedict,Philip,J.,Benedict,,
427,5708,Carol A. Benedict,Carol,A.,Benedict,,
428,5712,Jules R. Benjamin,Jules,R.,Benjamin,,
429,5714,Judith Bennett,Judith,,Bennett,,
430,5717,Harry L. Bennett,Harry,L.,Bennett,,
431,5719,June Melby Benowitz,June,Melby,Benowitz,,
432,5722,Susan Porter Benson,Susan,Porter,Benson,,
433,5725,T. Lloyd Benson,T. Lloyd,,Benson,,
434,5727,Lauren A. Benton,Lauren,A.,Benton,,
435,5730,Gerald M. Berg,Gerald,M.,Berg,,
436,5731,Laird W. Bergad,Laird,W.,Bergad,,
437,5732,Barry H. Bergen,Barry,H.,Bergen,,
438,5733,Doris L. Bergen,Doris,L.,Bergen,,
439,5735,Iris Berger,Iris,,Berger,,
440,5736,Robert E. Berger,Robert,E.,Berger,,
441,5737,Volker Berghahn,Volker,,Berghahn,,
442,5738,Fred W. Bergholz,Fred,W.,Bergholz,,
443,5739,Martin J. Bergin Jr.,Martin,J.,Bergin,Jr.,
444,5740,Jay A. Bergman,Jay,A.,Bergman,,
445,5743,James M. Bergquist,James,M.,Bergquist,,
446,5749,Jonathan M. Berkey,Jonathan,M.,Berkey,,
447,5751,Joyce A. Berkman,Joyce,A.,Berkman,,
448,5753,Joel A. Berlatsky,Joel,A.,Berlatsky,,
449,5754,Ira Berlin,Ira,,Berlin,,
450,5755,Milton Berman,Milton,,Berman,,
451,5760,Winfred E. A. Bernhard,Winfred,E. A.,Bernhard,,
452,5763,Hilary J. Bernstein,Hilary,J.,Bernstein,,
453,5764,Laurie Bernstein,Laurie,,Bernstein,,
454,5765,Alan R. Berolzheimer,Alan,R.,Berolzheimer,,
455,5766,Robert A. Berry,Robert,A.,Berry,,
456,5769,Mary F. Berry,Mary,F.,Berry,,
457,5772,Edith A. Bershadsky,Edith,A.,Bershadsky,,
458,5781,Robert J. Bezucha,Robert,J.,Bezucha,,
459,5787,Tami Davis Biddle,Tami,Davis,Biddle,,
460,5789,Patrick K. Bidelman,Patrick,K.,Bidelman,,
461,5790,James Biedzynski,James,,Biedzynski,,
462,5791,Steven H. Biel,Steven,H.,Biel,,
463,5797,Jodi E. Bilinkoff,Jodi,E.,Bilinkoff,,
464,5801,Edwin G. Bilof,Edwin,G.,Bilof,,
465,5806,Jacqueline Glass Campbell,Jacqueline,Glass,Campbell,,
466,5810,Kendall A. Birr,Kendall,A.,Birr,,
467,5812,Russell K. Bishop,Russell,K.,Bishop,,
468,5813,James A. Bising,James,A.,Bising,,
469,5814,Thomas N. Bisson,Thomas,N.,Bisson,,
